folder_path,image_id,class,purpose
Train/Fire,image_0.jpg,"['fire', 'smoke']",val
Train/Fire,image_1.jpg,"['fire', 'smoke']",train
Train/Fire,image_10.jpg,"['fire', 'smoke']",train
Train/Fire,image_100.jpg,fire,train
Train/Fire,image_101.jpg,"['fire', 'smoke']",train
Train/Fire,image_102.jpg,"['fire', 'smoke']",val
Train/Fire,image_103.jpg,"['fire', 'smoke']",train
Train/Fire,image_104.jpg,"['fire', 'smoke']",train
Train/Fire,image_105.jpg,"['fire', 'smoke']",val
Train/Fire,image_106.jpg,"['fire', 'smoke']",train
Train/Fire,image_107.jpg,"['fire', 'smoke']",train
Train/Fire,image_108.jpg,"['fire', 'smoke']",val
Train/Fire,image_109.jpg,"['fire', 'smoke']",train
Train/Fire,image_11.jpg,"['fire', 'smoke']",val
Train/Fire,image_110.jpg,"['fire', 'smoke']",train
Train/Fire,image_111.jpg,"['fire', 'smoke']",val
Train/Fire,image_112.jpg,fire,train
Train/Fire,image_113.jpg,"['fire', 'smoke']",train
Train/Fire,image_114.jpg,"['fire', 'smoke']",train
Train/Fire,image_115.jpg,"['fire', 'smoke']",train
Train/Fire,image_116.jpg,"['fire', 'smoke']",train
Train/Fire,image_117.jpg,"['fire', 'smoke']",train
Train/Fire,image_118.jpg,"['fire', 'smoke']",train
Train/Fire,image_119.jpg,"['fire', 'smoke']",val
Train/Fire,image_12.jpg,smoke,val
Train/Fire,image_120.jpg,"['fire', 'smoke']",train
Train/Fire,image_121.jpg,fire,train
Train/Fire,image_122.jpg,smoke,train
Train/Fire,image_123.jpg,smoke,train
Train/Fire,image_124.jpg,"['fire', 'smoke']",train
Train/Fire,image_125.jpg,fire,train
Train/Fire,image_126.jpg,fire,val
Train/Fire,image_127.jpg,"['fire', 'smoke']",val
Train/Fire,image_128.jpg,fire,train
Train/Fire,image_129.jpg,fire,train
Train/Fire,image_13.jpg,"['fire', 'smoke']",train
Train/Fire,image_130.jpg,"['fire', 'smoke']",train
Train/Fire,image_131.jpg,"['fire', 'smoke']",train
Train/Fire,image_132.jpg,"['fire', 'smoke']",train
Train/Fire,image_133.jpg,"['fire', 'smoke']",train
Train/Fire,image_134.jpg,fire,train
Train/Fire,image_135.jpg,"['fire', 'smoke']",train
Train/Fire,image_136.jpg,fire,train
Train/Fire,image_137.jpg,"['fire', 'smoke']",val
Train/Fire,image_138.jpg,"['fire', 'smoke']",train
Train/Fire,image_139.jpg,"['fire', 'smoke']",train
Train/Fire,image_14.jpg,"['fire', 'smoke']",train
Train/Fire,image_140.jpg,fire,val
Train/Fire,image_141.jpg,fire,val
Train/Fire,image_142.jpg,"['fire', 'smoke']",train
Train/Fire,image_143.jpg,"['fire', 'smoke']",val
Train/Fire,image_144.jpg,"['fire', 'smoke']",val
Train/Fire,image_145.jpg,"['fire', 'smoke']",train
Train/Fire,image_146.jpg,"['fire', 'smoke']",train
Train/Fire,image_147.jpg,fire,train
Train/Fire,image_148.jpg,fire,train
Train/Fire,image_149.jpg,"['fire', 'smoke']",train
Train/Fire,image_15.jpg,fire,train
Train/Fire,image_150.jpg,fire,train
Train/Fire,image_151.jpg,fire,train
Train/Fire,image_152.jpg,fire,train
Train/Fire,image_153.jpg,"['fire', 'smoke']",train
Train/Fire,image_154.jpg,"['fire', 'smoke']",val
Train/Fire,image_155.jpg,fire,train
Train/Fire,image_156.jpg,fire,val
Train/Fire,image_157.jpg,"['fire', 'smoke']",train
Train/Fire,image_158.jpg,"['fire', 'smoke']",train
Train/Fire,image_159.jpg,fire,train
Train/Fire,image_16.jpg,"['fire', 'smoke']",train
Train/Fire,image_160.jpg,"['fire', 'smoke']",train
Train/Fire,image_161.jpg,"['fire', 'smoke']",val
Train/Fire,image_162.jpg,"['fire', 'smoke']",train
Train/Fire,image_163.jpg,"['fire', 'smoke']",train
Train/Fire,image_164.jpg,"['fire', 'smoke']",train
Train/Fire,image_165.jpg,fire,train
Train/Fire,image_166.jpg,"['fire', 'smoke']",val
Train/Fire,image_167.jpg,fire,train
Train/Fire,image_168.jpg,"['fire', 'smoke']",train
Train/Fire,image_169.jpg,"['fire', 'smoke']",train
Train/Fire,image_17.jpg,fire,train
Train/Fire,image_170.jpg,"['fire', 'smoke']",train
Train/Fire,image_171.jpg,fire,train
Train/Fire,image_172.jpg,fire,train
Train/Fire,image_173.jpg,"['fire', 'smoke']",val
Train/Fire,image_174.jpg,"['fire', 'smoke']",train
Train/Fire,image_175.jpg,"['fire', 'smoke']",train
Train/Fire,image_176.jpg,"['fire', 'smoke']",train
Train/Fire,image_177.jpg,fire,val
Train/Fire,image_178.jpg,"['fire', 'smoke']",train
Train/Fire,image_179.jpg,fire,val
Train/Fire,image_18.jpg,"['fire', 'smoke']",train
Train/Fire,image_180.jpg,"['fire', 'smoke']",train
Train/Fire,image_181.jpg,"['fire', 'smoke']",train
Train/Fire,image_182.jpg,fire,val
Train/Fire,image_183.jpg,"['fire', 'smoke']",train
Train/Fire,image_184.jpg,fire,val
Train/Fire,image_185.jpg,"['fire', 'smoke']",train
Train/Fire,image_186.jpg,"['fire', 'smoke']",train
Train/Fire,image_187.jpg,"['fire', 'smoke']",val
Train/Fire,image_188.jpg,"['fire', 'smoke']",train
Train/Fire,image_189.jpg,fire,train
Train/Fire,image_19.jpg,"['fire', 'smoke']",train
Train/Fire,image_190.jpg,"['fire', 'smoke']",train
Train/Fire,image_191.jpg,"['fire', 'smoke']",val
Train/Fire,image_192.jpg,"['fire', 'smoke']",train
Train/Fire,image_193.jpg,"['fire', 'smoke']",train
Train/Fire,image_194.jpg,"['fire', 'smoke']",train
Train/Fire,image_195.jpg,"['fire', 'smoke']",train
Train/Fire,image_196.jpg,"['fire', 'smoke']",train
Train/Fire,image_197.jpg,"['fire', 'smoke']",train
Train/Fire,image_198.jpg,fire,train
Train/Fire,image_199.jpg,"['fire', 'smoke']",train
Train/Fire,image_2.jpg,fire,train
Train/Fire,image_20.jpg,"['fire', 'smoke']",train
Train/Fire,image_200.jpg,"['fire', 'smoke']",val
Train/Fire,image_201.jpg,"['fire', 'smoke']",train
Train/Fire,image_202.jpg,"['fire', 'smoke']",train
Train/Fire,image_203.jpg,"['fire', 'smoke']",train
Train/Fire,image_204.jpg,"['fire', 'smoke']",val
Train/Fire,image_205.jpg,fire,train
Train/Fire,image_206.jpg,"['fire', 'smoke']",train
Train/Fire,image_207.jpg,fire,train
Train/Fire,image_208.jpg,"['fire', 'smoke']",train
Train/Fire,image_209.jpg,"['fire', 'smoke']",train
Train/Fire,image_21.jpg,fire,train
Train/Fire,image_210.jpg,"['fire', 'smoke']",train
Train/Fire,image_211.jpg,"['fire', 'smoke']",train
Train/Fire,image_212.jpg,"['fire', 'smoke']",val
Train/Fire,image_213.jpg,"['fire', 'smoke']",val
Train/Fire,image_214.jpg,"['fire', 'smoke']",val
Train/Fire,image_215.jpg,"['fire', 'smoke']",train
Train/Fire,image_216.jpg,"['fire', 'smoke']",train
Train/Fire,image_217.jpg,"['fire', 'smoke']",val
Train/Fire,image_218.jpg,fire,train
Train/Fire,image_219.jpg,"['fire', 'smoke']",train
Train/Fire,image_22.jpg,"['fire', 'smoke']",train
Train/Fire,image_220.jpg,"['fire', 'smoke']",train
Train/Fire,image_221.jpg,"['fire', 'smoke']",train
Train/Fire,image_222.jpg,"['fire', 'smoke']",train
Train/Fire,image_223.jpg,"['fire', 'smoke']",train
Train/Fire,image_224.jpg,fire,train
Train/Fire,image_225.jpg,"['fire', 'smoke']",train
Train/Fire,image_226.jpg,"['fire', 'smoke']",train
Train/Fire,image_227.jpg,"['fire', 'smoke']",train
Train/Fire,image_228.jpg,fire,train
Train/Fire,image_229.jpg,"['fire', 'smoke']",train
Train/Fire,image_23.jpg,"['fire', 'smoke']",val
Train/Fire,image_230.jpg,fire,train
Train/Fire,image_231.jpg,fire,train
Train/Fire,image_232.jpg,fire,train
Train/Fire,image_233.jpg,"['fire', 'smoke']",train
Train/Fire,image_234.jpg,fire,train
Train/Fire,image_235.jpg,"['fire', 'smoke']",train
Train/Fire,image_236.jpg,fire,train
Train/Fire,image_237.jpg,"['fire', 'smoke']",train
Train/Fire,image_238.jpg,"['fire', 'smoke']",train
Train/Fire,image_239.jpg,fire,train
Train/Fire,image_24.jpg,fire,train
Train/Fire,image_240.jpg,"['fire', 'smoke']",train
Train/Fire,image_241.jpg,"['fire', 'smoke']",train
Train/Fire,image_242.jpg,fire,train
Train/Fire,image_243.jpg,"['fire', 'smoke']",train
Train/Fire,image_244.jpg,"['fire', 'smoke']",train
Train/Fire,image_245.jpg,fire,train
Train/Fire,image_246.jpg,"['fire', 'smoke']",train
Train/Fire,image_247.jpg,fire,train
Train/Fire,image_248.jpg,"['fire', 'smoke']",train
Train/Fire,image_249.jpg,"['fire', 'smoke']",train
Train/Fire,image_25.jpg,"['fire', 'smoke']",train
Train/Fire,image_250.jpg,"['fire', 'smoke']",train
Train/Fire,image_251.jpg,"['fire', 'smoke']",train
Train/Fire,image_252.jpg,"['fire', 'smoke']",train
Train/Fire,image_253.jpg,"['fire', 'smoke']",train
Train/Fire,image_254.jpg,"['fire', 'smoke']",train
Train/Fire,image_255.jpg,fire,train
Train/Fire,image_256.jpg,fire,train
Train/Fire,image_257.jpg,"['fire', 'smoke']",val
Train/Fire,image_258.jpg,"['fire', 'smoke']",train
Train/Fire,image_259.jpg,"['fire', 'smoke']",train
Train/Fire,image_26.jpg,"['fire', 'smoke']",train
Train/Fire,image_260.jpg,fire,train
Train/Fire,image_261.jpg,"['fire', 'smoke']",train
Train/Fire,image_262.jpg,fire,val
Train/Fire,image_263.jpg,"['fire', 'smoke']",val
Train/Fire,image_264.jpg,"['fire', 'smoke']",val
Train/Fire,image_265.jpg,"['fire', 'smoke']",train
Train/Fire,image_266.jpg,"['fire', 'smoke']",train
Train/Fire,image_267.jpg,fire,val
Train/Fire,image_268.jpg,"['fire', 'smoke']",train
Train/Fire,image_269.jpg,"['fire', 'smoke']",train
Train/Fire,image_27.jpg,"['fire', 'smoke']",train
Train/Fire,image_270.jpg,fire,train
Train/Fire,image_271.jpg,"['fire', 'smoke']",train
Train/Fire,image_272.jpg,"['fire', 'smoke']",train
Train/Fire,image_273.jpg,"['fire', 'smoke']",train
Train/Fire,image_274.jpg,"['fire', 'smoke']",train
Train/Fire,image_275.jpg,"['fire', 'smoke']",train
Train/Fire,image_276.jpg,"['fire', 'smoke']",train
