folder_path,image_id,class,purpose
BoWFire/dataset/img,fire000.png,fire,train
BoWFire/dataset/img,fire001.png,fire,val
BoWFire/dataset/img,fire002.png,fire,train
BoWFire/dataset/img,fire003.png,fire,train
BoWFire/dataset/img,fire004.png,fire,train
BoWFire/dataset/img,fire005.png,fire,train
BoWFire/dataset/img,fire006.png,fire,val
BoWFire/dataset/img,fire007.png,fire,train
BoWFire/dataset/img,fire008.png,fire,val
BoWFire/dataset/img,fire009.png,fire,train
BoWFire/dataset/img,fire010.png,fire,val
BoWFire/dataset/img,fire011.png,fire,train
BoWFire/dataset/img,fire012.png,fire,train
BoWFire/dataset/img,fire013.png,fire,train
BoWFire/dataset/img,fire014.png,fire,train
BoWFire/dataset/img,fire015.png,fire,train
BoWFire/dataset/img,fire016.png,fire,train
BoWFire/dataset/img,fire017.png,fire,train
BoWFire/dataset/img,fire018.png,fire,train
BoWFire/dataset/img,fire019.png,fire,val
BoWFire/dataset/img,fire020.png,fire,train
BoWFire/dataset/img,fire021.png,fire,train
BoWFire/dataset/img,fire022.png,fire,val
BoWFire/dataset/img,fire023.png,fire,train
BoWFire/dataset/img,fire024.png,fire,train
BoWFire/dataset/img,fire025.png,fire,train
BoWFire/dataset/img,fire026.png,fire,train
BoWFire/dataset/img,fire027.png,fire,train
BoWFire/dataset/img,fire028.png,fire,train
BoWFire/dataset/img,fire029.png,fire,val
BoWFire/dataset/img,fire030.png,fire,val
BoWFire/dataset/img,fire031.png,fire,train
BoWFire/dataset/img,fire032.png,fire,train
BoWFire/dataset/img,fire033.png,fire,train
BoWFire/dataset/img,fire034.png,fire,val
BoWFire/dataset/img,fire035.png,fire,train
BoWFire/dataset/img,fire036.png,fire,val
BoWFire/dataset/img,fire037.png,fire,val
BoWFire/dataset/img,fire038.png,fire,train
BoWFire/dataset/img,fire039.png,fire,train
BoWFire/dataset/img,fire040.png,fire,train
BoWFire/dataset/img,fire041.png,fire,train
BoWFire/dataset/img,fire042.png,fire,val
BoWFire/dataset/img,fire043.png,fire,train
BoWFire/dataset/img,fire044.png,fire,train
BoWFire/dataset/img,fire045.png,fire,train
BoWFire/dataset/img,fire046.png,fire,train
BoWFire/dataset/img,fire047.png,fire,train
BoWFire/dataset/img,fire048.png,fire,train
BoWFire/dataset/img,fire049.png,fire,train
BoWFire/dataset/img,fire050.png,fire,train
BoWFire/dataset/img,fire051.png,fire,val
BoWFire/dataset/img,fire052.png,fire,train
BoWFire/dataset/img,fire053.png,fire,train
BoWFire/dataset/img,fire054.png,fire,train
BoWFire/dataset/img,fire055.png,fire,train
BoWFire/dataset/img,fire056.png,fire,val
BoWFire/dataset/img,fire057.png,fire,train
BoWFire/dataset/img,fire058.png,fire,train
BoWFire/dataset/img,fire059.png,fire,val
BoWFire/dataset/img,fire060.png,fire,train
BoWFire/dataset/img,fire061.png,fire,train
BoWFire/dataset/img,fire062.png,fire,train
BoWFire/dataset/img,fire063.png,fire,val
BoWFire/dataset/img,fire064.png,fire,train
BoWFire/dataset/img,fire065.png,fire,train
BoWFire/dataset/img,fire066.png,fire,val
BoWFire/dataset/img,fire067.png,fire,train
BoWFire/dataset/img,fire068.png,fire,train
BoWFire/dataset/img,fire069.png,fire,val
BoWFire/dataset/img,fire070.png,fire,train
BoWFire/dataset/img,fire071.png,fire,val
BoWFire/dataset/img,fire072.png,fire,train
BoWFire/dataset/img,fire073.png,fire,train
BoWFire/dataset/img,fire074.png,fire,train
BoWFire/dataset/img,fire075.png,fire,val
BoWFire/dataset/img,fire076.png,fire,train
BoWFire/dataset/img,fire077.png,fire,val
BoWFire/dataset/img,fire078.png,fire,train
BoWFire/dataset/img,fire079.png,fire,train
BoWFire/dataset/img,fire080.png,fire,train
BoWFire/dataset/img,fire081.png,fire,val
BoWFire/dataset/img,fire082.png,fire,train
BoWFire/dataset/img,fire083.png,fire,train
BoWFire/dataset/img,fire084.png,fire,train
BoWFire/dataset/img,fire085.png,fire,train
BoWFire/dataset/img,fire086.png,fire,train
BoWFire/dataset/img,fire087.png,fire,train
BoWFire/dataset/img,fire088.png,fire,train
BoWFire/dataset/img,fire089.png,fire,train
BoWFire/dataset/img,fire090.png,fire,train
BoWFire/dataset/img,fire091.png,fire,train
